Processed Text,Original Scores,Class
anyone else get tired whole slomo doublepistole ballisticpyrotechnic hong kong action aesthetic,-0.03333333333333333,-1
director chris columbus take hatinhand approach rowle stifle creativity allow film drag nearly three hour,0.0,0
serve sara little mall movie design kill time,-0.1875,-1
smart ignore little smugly superior like could movie end slapping target audience face shoot foot,0.24226190476190476,1
wellmade emotionally scatter film whose hero give heart dog,0.0,0
repugnant adaptation classic text since roland joff demi moore scarlet letter,0.16666666666666666,1
isolate moment creative insanity finally lose thin soup can humor,0.033333333333333326,1
movie never seem fresh vital,0.2,1
never play dramatic even dramatic thing happen people,-0.4333333333333333,-1
labour storytelle,0.0,0
adventure pluto nash whole lot nada,0.2,1
really good premise fritter away middleoftheroad blandness,0.7,2
lawrence stick day job,0.0,0
well actor standup comedian,0.0,0
despite fact film nt bad thought go still good movie,5.551115123125783e-17,1
well make indieflick need trim chemistry star,0.0,0
never think say much rather watch teen poke genital fruit pie,0.1,1
film neither bitter sweet neither romantic comedic neither warm fuzzy,0.2125,1
tiresomely derivative hammily act,-0.5,-1
never truly come care main character whether wind together michele spiritual quest neither amusing dramatic enough sustain interest,0.06666666666666667,1
plot grow thin soon find pray quick resolution,-0.033333333333333354,-1
bad maggio could nt come well script,-0.6999999999999998,-2
much cast stiff plain bad,-0.2321428571428571,-1
rice pedestrian filmmaker bring edge personality rise place would set apart deep south story,0.0,0
good cletis tout might inspire trip video store search well movie experience,0.7,2
witless pointless tasteless idiotic,-0.5055555555555555,-2
really thriller much movie teen laugh groan hiss,0.175,1
plain pedestrian catsup,-0.21428571428571427,-1
improvement feeble example bigscreen pokemania precede,-0.5,-1
know suppose take seriously ca nt shake thought undercover brother miss opportunity strongly present profound social commentary,-0.05416666666666667,-1
stomach heaven depend largely appetite can corn,0.21428571428571427,1
picture erratic central character,0.0,0
whatever satire lucky break aim certainly get lose soontobeforgettable section quirky ripoff prison romp pile,0.18253968253968253,1
petty thievery like put flimsy flick like behind bar,-0.4,-1
package fascinating timely content come wrap disappointingly generic,0.35,1
guy say mean thing shoot lot bullet,-0.3125,-1
character die other nt film pretend live learn sort lesson really nobody view audience care,0.07045454545454545,1
wildly incompetent brilliantly name half past dead seagal pessimist totally past prime,-0.052777777777777764,-1
another combination bad animation mindless violence lack slight bit wit charm,-0.35555555555555557,-1
movie narrative gymnastic ca nt disguise fact inauthentic core story nt worth tell,0.3,1
much like easily dismissive take upscale lifestyle nt much,0.27777777777777773,1
film ultimately offer nothing people urban jungle need people survive,0.0,0
shootout fistfight car chase movie phlegmatic bore tedious make silly spy vs spy film sum fear star ben affleck seem downright hitchcockian,-0.5,-1
mildmannere farce direct one writer john c walsh corny way bespeak expiration date pass long time ago,-0.11666666666666668,-1
bit eager please,0.0,0
hard put find movie character unattractive odorous lrb leon rrb,-0.2916666666666667,-1
kapur contradictory feeling material result movie work,0.0,0
road pave good intention lead video store,0.7,2
animated drivel mean enhance selfimage drool idiot,-0.55625,-2
one scene another supposedly funny movie fall floor sickening thud,-0.325,-1
chteau never quite able overcome cultural moat surround ludicrous contrive plot,0.3,1
meyjes focus much max filling screen torture dull artist monsterinthe make,-0.04583333333333334,-1
jacobi fluent actor give relatively dry material nijinsky writing perform visual even erotically frank one become dullingly repetitive,-0.10555555555555556,-1
crudup screen presence one thing hold interest midst mushy existential exploration man leave family,0.0,0
one surefire way get nomination bestforeignfilm oscar make movie whimsical folk learn nonchallenge lifeaffirme lesson walk around foreign city stunning architecture,-0.041666666666666664,-1
despite terrific special effect funny gag harry potter chamber secret find way make jk rowle marvelous series deadly bore,0.1678571428571429,1
incredibly narrow injoke target tiny segment already obscure demographic,-0.1,-1
thing laugh people pay see,0.3,1
element place great film noir director george hickenlooper approach material upbeat,0.8,2
hackneyed story affluent damsel distress decide fight bully husband simply overdone,0.32499999999999996,1
phone ring voice tell get seven day leave live,0.13636363636363635,1
get another phone call warn video nt back blockbuster midnight go face frightening late fee,-0.26666666666666666,-1
ok really,0.35,1
possibly irresponsible picture ever release major film studio,0.03125,1
film overall mood focus interesting constantly unfulfilling,0.16666666666666666,1
cheap ludicrous attempt serious horror,0.033333333333333354,1
eighth grade girl likely doze one,0.0,0
befuddle characterization begin seem long two year affair subject,-0.10833333333333334,-1
begin end overheat melodrama play like student film,-0.3,-1
movie would seem less trifle ms sugarman follow defiance saccharine,-0.16666666666666666,-1
smart,0.21428571428571427,1
like excruciating end day collateral damage present schwarzenegger tragic figure sympathy really belong viewer force watch try many complicated facial expression,-0.09166666666666667,-1
imagine lrb possible rrb pasolini film without passion politic almodovar movie without beauty humor idea glum numb experience watch fantasma,-0.3,-1
try dare original come occasionally satirical never fresh,0.075,1
punitive minute eardrumdice gunplay screechingmetal smashup flaccid oddcouple snipe,0.0,0
sadly though many actor throw spark two first appear ca nt generate enough heat cold vacuum comedy start reaction,-0.059722222222222225,-1
never capitalize concept opt breezy amateurish feel school special subject tolerance,-0.06984126984126984,-1
hoffman quirk mannerism particularly penchant tear cue thing seem real small dose become annoying artificial,-0.40208333333333335,-1
wretchedly unfunny wannabe comedy inane awful doubt bad movie see summer,-0.8499999999999999,-2
drab,0.0,0
unintereste,0.0,0
squander chan uniqueness could even say squander jennifer love hewitt,0.5,1
movie keep come back achingly unfunny phonce several silly subplot,-0.16666666666666666,-1
tale tell retold race racket change song remain,0.0,0
surprisingly flat retread hobble halfbake setup sluggish pacing,-0.025,-1
forget psychology study romantic obsession watch procession costume castle wo nt seem like bore,0.0,0
film relegate dark video store corner somehow make way instead theater,-0.15,-1
hard imagine acting could flatter,-0.14583333333333334,-1
new way describe badness need invent describe exactly bad,-0.28787878787878785,-1
lot effort intelligence display execution awkward static lifeless rumbling,-0.04999999999999999,-1
cower beg foot scruffy giannini madonna give good performance since abel ferrara beat pulp dangerous game,-0.10000000000000002,-1
suspect interesting way deal subject,0.16666666666666669,1
film something interesting odd would probably work well real documentary without insinuation mediocre act fairly trite narrative,0.10666666666666666,1
unintentional parody every teen movie make last five year,0.0,0
young child,0.1,1
parent would well cram earplug ear put pillowcase head minute,0.0,0
violence movie remarkably dull caine make much impression,-0.04583333333333334,-1
matter firmly director john stainton tongue cheek fact remain wacky concept movie make,0.15,1
subformulaic slap face seasonal cheer,0.0,0
action reasonably welldone yet story character comedy bit rag ever fit smoothly together,0.275,1
several uninteresting unlikeable people bad thing unfaithful,-0.4333333333333333,-1
anyone character movie care beyond,0.0,0
hill look go motion begin pale script,-0.21,-1
howard conjure past via surrealist flourish overwrought swear step buuel retrospective,-0.25,-1
good thing say picture cute moment,0.6,2
bad premise bad movie,-0.6999999999999998,-2
already thin story boil survive invader seek existent antivirus,-0.4,-1
one kind movie,0.6,2
time surprise end reveal interest revive,0.0,0
heedless impetuousness youth full irritate display lrb rrb meander pointless french comingofage import writerdirector annesophie birot,0.033333333333333326,1
peculiar misfire even tunney ca nt save,-0.2,-1
watch queen damn like read research paper special effect toss,0.35714285714285715,1
ca nt remember last time see bad stunt edit cheap action movie production value extreme op,-0.06499999999999997,-1
much nemesis tired talky feel,-0.1,-1
feel trapped obvious escape entire minute,-0.06666666666666667,-1
mr hundert tell we narration story without surprise nod agreement,0.0,0
leave we wonder less idea characterization hitler contrive nature provocative conclusion,-0.16666666666666666,-1
rare combination bad write bad direction bad act trifecta badness,-0.4199999999999998,-1
scene wreak routine film never manage generate single threat suspense,-0.07142857142857142,-1
soulless jumble ineptly assemble cliche pabulum play like minute commercial nba property,0.0,0
borstal boy represent bad kind filmmake kind pretend passionate truthful really frustratingly timid soggy,0.09166666666666669,1
film lack personality permeate aspect tv movieesque affect child act dull irish pub scene ever film,-0.14583333333333334,-1
work whodunit level large theme get lose murk make,0.21428571428571427,1
crush could bad film man make woman since valley doll,-0.6999999999999998,-2
ever sledgehammer appeal pokemon video breathe big screen induce headache slowly,-0.15000000000000002,-1
feel like work someone may indeed finally age past prime perhaps realize want like people still give work,-0.125,-1
trailer park magnolia long cutesy sure importance possess peculiar tension dense nothing,0.225,1
viewer barney crushingly selfindulgent spectacle see nothing match ordeal sit,0.4,1
stupidity wind stick one mind lot cool bit,-0.125,-1
sayle strand superb performer old story,0.55,2
piano teacher like title character repellantly control,0.0,0
admit walk runteldat,0.0,0
go back check last minute repulsive first minute,0.08333333333333333,1
filmmaker lack nerve fully exploit script potential sick humor,-0.35714285714285715,-1
film nt preachy feminism book,-0.2,-1
tired old gag modernize extreme sport generation,-0.1416666666666667,-1
already many film,0.5,1
several steven soderbergh early film hail work artist,0.05,1
sadly full frontal play like work dilettante,0.35,1
clockstopper one crazy mixedup film nt know want grow,-0.6,-2
although bright wellacte thoughtprovoke tuck everlasting suffer laconic pace lack traditional action,0.26666666666666666,1
war rose trailertrash style,0.6,2
entertain like shoot fish barrel,0.0,0
supposedly pokemon ca nt kill pokemon ever practically assure pocket monster movie franchise nearly ready keel,0.2,1
white nt develop character much caricature onedimensional buffoon get laugh nothing else,0.16666666666666666,1
resurrect dead man hard copy come aknocke,-0.24583333333333335,-1
cattaneo follow runaway success first film full monty something different,0.225,1
film feel formulaic plot pace typical hollywood warmovie stuff performance elicit sense deja vu awe,-0.08333333333333333,-1
overproduce piece dreck shockingly bad absolutely unnecessary,-0.5499999999999999,-2
hmmm might suggest wayward wooden one end stuff electric pencil sharpener,0.0,0
maker mothman prophecy succeed produce frightening movie mediocre horror film bad good good bad,-0.1666666666666666,-1
mr deed really film much loose collection notsofunny gag scatter moment lazy humor,-0.0423076923076923,-1
one escape lifetime network never know,0.0,0
could nt someone take rob schneid switch body funny person,0.25,1
one day hollywood come original idea teen movie always rehash feed young generation,0.10625000000000001,1
brilliant touch dragon lose fire midway nearly flicker perfunctory conclusion,0.5,1
admit baffle jason x,0.0,0
meanspirite film make someone surely read catcher rye clearly suffer dyslexia,0.3,1
instead witty expose banality hypocrisy much kidvid get ugly meanspirited lash adult apparently force kid watch many barney video,0.10833333333333334,1
film live far much head,0.14545454545454548,1
umpteenth summer skinny dip jerry bruckheimer putrid pond retread action twaddle,0.1,1
national lampoon van wilder may aim next animal house closely resemble year version tomcat,0.0,0
film thrust inchoate already eldritch christian right propaganda machine national medium circle,0.0619047619047619,1
dogtown hollow selfindulgent bad boring,-0.6,-2
movie bad quickly enter pantheon wreckage include battlefield earth showgirl,-0.18333333333333326,-1
career curio major work,0.0625,1
bad screenwriter eventually shoot foot cop flick cliche like oily arm dealer squad car pileup requisite screaming captain,-0.6999999999999998,-2
cox far concerned aggrandize madness man result might drive crazy,-0.25,-1
influence chiefly humanity great shame reality show reality show god sake,0.8,2
crime punishable chainsaw,0.0,0
come learn many time finger count jason killer nt know mean word quit,0.09375,1
filmmaker might want look,0.0,0
frustrating tweener slick contrive exploitative art house cynical small decadent mall,-0.36,-1
surprising traditional thriller moderately successful completely satisfy exactly genteel unsurprising execution turn,0.36,1
drown good sucker,0.19999999999999998,1
instantly forgettable snowandstuntwork extravaganza likely upstage avalanche appealing holidayseason product,0.0,0
frankly pretty stupid,-0.27499999999999997,-1
fun ben stiller zoolander think rather clever,0.23333333333333334,1
plenty offend everyone,0.0,0
love liza festival film would well stay festival circuit,0.5,1
thing like murder number end disparate element nt gel,0.0,0
tackle lowbudget movie inexperienced child play two main character might well way cut tooth film industry,0.033333333333333326,1
quite frankly ca nt see actor talent would ever work mcculloch production look movie turn,0.0,0
precious new star war movie lumber wheezy drag,0.1787878787878788,1
innocence holiday cheer ai nt use,0.0,0
campy work straight drama violent sordid function comedy vulgar truly thankfully oneofakind work,-0.43333333333333335,-1
horrid little propaganda film fascinating connection serb also network american rightwe extremist,0.103125,1
go straight video,0.2,1
look like action movie poorly make level nt even qualify spoof,-0.13333333333333333,-1
supremely unfunny unentertaining watch middleage old man drink excess piss tree bs one another put show drag,0.0,0
consider film celluloid litmus test intellectual emotional pedigree date giant step backward director admire,0.09999999999999999,1
boring pretentious muddle use sensational reallife thcentury crime metaphor well exactly sure dramatic weight raindrop,-0.11333333333333333,-1
sheridan wonderful account work curiously water turn grit vulnerability light reading,0.43333333333333335,1
heavy flabby roll typical toback machination,-0.18333333333333335,-1
difficult care character central flaw film,-0.25,-1
snow dog find humour black man get humiliate pack dog smart,0.023809523809523808,1
whole stretch film may incomprehensible moviegoer already clothe basic black,0.011111111111111118,1
reggio glass rhapsodize cynicism repetition languorous slomo sequence glass dirgelike score become fangbare lullaby,0.0,0
end offer nothing late schwarzenegger stallone flick would,-0.3,-1
film make strong argument regard social status america indigenous people really exist try eke emotional tug heart one fail get,0.033333333333333326,1
charlize chase kevin gun,0.0,0
courtney chases stuart cell phone,0.0,0
sound gunfire cell phone ring,0.4,1
tuxedo actually suit would fit chan like bargainbasement special,0.2523809523809524,1
parent beware downright movie penance,0.0,0
complete shamble movie sloppy uneven damn unpleasant ca nt believe view young old would good time,-0.03809523809523807,-1
nothing good speak fact relatively short try well hide fact seagal overweight shape,0.35,1
pathetically inane unimaginative cross xxx vertical limit,0.0,0
impeccably film sexually charge ultimately lack substance mention drag leaden closing act,0.19,1
feel time like giant commercial universal studio much action take place,0.025,1
mystery unravels character respond hit,0.0,0
britney spear phoniness nothing compare movie contrive lame screenplay listless direction,-0.5,-1
every sequel skip two hour gain,0.0,0
consider review lifeaffirme,0.0,0
movie comedy might work well,0.0,0
ambition say something subject willingness,-0.16666666666666666,-1
movie beautiful feel labor hint write exercise,0.85,2
twentythree movie mostly magnificent directorial career clint eastwood efficiently minimalist style finally fail,0.25,1
big time,0.0,0
heist flick young brooklyn hood shelf two year capitalize popularity vin diesel seth green barry pepper,-0.05,-1
stay,0.0,0
film childlike quality,0.0,0
feeling evoke film lukewarm quick pass,0.3333333333333333,1
opaque selfindulgent plain goofy excuse movie imagine,0.07857142857142857,1
film take literally level focus always appear questionable,-0.5,-1
big fat liar little home alone raise new selfdeprecating level,-0.017045454545454548,-1
movie gorgeously make also somewhat shallow artconscious,0.18333333333333332,1
time crazy night come close hit comedic satirical target offbeat musical number,-0.3666666666666667,-1
lose sense humor vat fail joke twitchy act general boorishness,-0.22499999999999998,-1
delightfully quirky movie make curl broom nt,0.0,0
story suffer severe case oversimplification superficiality silliness,0.0,0
chamber secret find million eager fan,-0.4,-1
essence magic makebelieve promise life soar material realm opposite truly magical movie,0.3333333333333333,1
clever ninetenth,0.16666666666666666,1
hallmark movie design strictly child home video market insatiable absorb manner lame entertainment long yearold find divert,-0.275,-1
bear much resemblance experience batter woman spiderman experience teenager,0.2,1
toward end sum fear morph mundane disaster flick,-0.16666666666666666,-1
director carl franklin crisp economical one false move bog genre cliche,0.04999999999999999,1
mende still nt quite know fill frame,0.0,0
like hank character slow study action stilte tabloid energy embalm,-0.10000000000000002,-1
thing garbage,0.0,0
crime go writerdirector michael kalesniko kill neighbor dog slight unendurable,-0.16666666666666666,-1
must audience enjoy friday series would nt interested know personally,0.21666666666666667,1
bold lrb lovely rrb experiment almost certainly bear audience brightly color dream,0.4369047619047619,1
uplift largely bogus story,0.21428571428571427,1
empty exercise florid ultimately vapid crime melodrama lot surface flash little emotional resonance,-0.1775,-1
curious see dark side go young tv actor lrb dawson leery rrb see interesting storytelling device might want check nothing attractive movie,0.22999999999999998,1
minority report stink,0.0,0
try make head tail story hiphop indie snipe enough give brain strain payoff negligible,0.0,0
script high squaddie banter low shock,0.08,1
like think action film disguise war tribute disgusting begin painful ride,-0.5333333333333333,-2
solondz try try hard storytelle fail provide much insight inside column tear book jacket,-0.19722222222222227,-1
little add beyond dark vision already relay superb recent predecessor like swimming shark player late skewering may put insider outsider alike,0.0725,1
lrb davis rrb want cause audience epiphany yet refuse give we real situation character,0.2,1
without fresh infusion creativity ever neither promise threat much wishful thinking,0.25,1
unlike lrb scorsese mean street rrb ash wednesday essentially devoid interesting character even halfway intriguing plot,0.09687500000000002,1
unique nt necessarily equate good matter admirably filmmaker go broke,0.35833333333333334,1
hour see forget movie,0.0,0
waydowntown may important movie even good one provide nice change mindless pace collision hot oscar season currently underway,0.2916666666666667,1
yes suppose lovely cal work issue dad come term pictureperfect life world traveler give reason care nt,0.5,1
shadyac belong damn perpetrate patch adams trot every ghost trick sixth sense mothman prophecy,0.0,0
photographer showdon ttell stance admirable make problematic documentary subject,-0.08333333333333333,-1
first time director sara sugarman stoop character drop pant laugh last time fail provoke,0.012500000000000011,1
hard press think film cloyingly sappy evelyn year,-0.2916666666666667,-1
nothing amiable unfocused bagatelle play like looselyconnected string actingworkshop exercise,-0.4,-1
meander powerful moment,0.3,1
remain variant nincompoop benigni persona annoying though less angry version irresponsible sandlerian manchild undercut voice star road trip,-0.48888888888888893,-1
backhand ode female camaraderie pen man little clue either nature woman friendship,-0.09375,-1
pure intention passably divert secret life light innocuous unremarkable,0.07142857142857142,1
deliver moment inspiration amid bland animation simplistic story,-0.3333333333333333,-1
take away controversy much watchable mexican soap opera,0.1,1
get brawn brain,0.0,0
mindless boring martial art gunplay little excitement zero compelling storyline,-0.21749999999999997,-1
lot talent waste crass lowwattage endeavor,-0.2,-1
show character act give feeling remorse cut repeatedly flashback original rape overkill high degree,0.2675,1
lrb rrb oo many gross scene,0.25,1
one three gag white intermittently wise script hit mark rest padding unashamedly appropriate teenexploitation playbook,0.39999999999999997,1
little do support premise fling gag see one shtick,-0.1875,-1
reno thankless situation film ricochet humor violence back ryoko hirosue make we wonder always like,0.0,0
jews catholic would catechism,0.0,0
one film seem tailor make air pay cable offer modest amusement one nothing else watch,0.1,1
big end surprise almost save movie,0.0,0
bad rest nt compelling,-0.19999999999999993,-1
charming overly complicated,0.09999999999999998,1
schneider mug relentless constant need suddenly transpose another character undermine story continuity progression,0.0,0
stylish beautifully photograph far trouble worth fantasy mix reality actor play one role add confusion,0.31000000000000005,1
probably easy make worthless film,-0.18333333333333335,-1
hope keep arise movie live apparent skill maker talent actor nt,0.09318181818181817,1
reason exist employ hollywood kid people owe favor famous parent,0.5,1
guy wait three year breathless anticipation new hal hartley movie pore thing big letdown,0.06818181818181818,1
constantly slip grasp maker,0.0,0
smother solemnity,0.0,0
christian bale quinn lrb rrb leather clothe grungepirate hairdo like gandalf windtunnel simply astounding corblimeyluvaduck cockney accent,0.3,1
might one vanity project renowned filmmaker attempt show talent surround untalented people,0.0,0
laugh lrb maybe twice rrb completely forget movie time get back car parking lot,0.13333333333333333,1
one moment enterprise nt make want lie dark room something cool brow,0.09999999999999999,1
era soprano feel painfully redundant inauthentic,-0.2,-1
overall vibe druggy selfindulgent like springbreak orgy pretentious art major,-0.07916666666666666,-1
breen script sketchy actorish notation margin act,0.0,0
question epps score twice tell funniest moment come fall ten foot onto head,0.0,0
merchant pay attention story,0.0,0
onehour mark herzog simply run idea pace turn positively leaden movie sputter inevitable tragic conclusion,-0.2375,-1
contrive naturally charming need,0.7,2
simple lean treatment would preferable nothing sometimes funny something,0.125,1
character base stock clichs attempt complicate story defy credibility,-0.8,-2
everything bland song colorful flat drawing completely serviceable quickly forgettable,-0.05833333333333333,-1
great american comedy like previous movie series good time one,0.33333333333333337,1
domestic melodrama weak dialogue biopic cliche,-0.225,-1
mr goyer loose unaccountable direction technically sophisticated bad way,-0.09230769230769226,-1
movie thoughtlessly assemble,0.0,0
benigni present boy puppet pinocchio complete recede hairline weather countenance american breckin meyer ridiculously inappropriate valley boy voice,-0.05833333333333333,-1
play like corny television production bygone era,0.0,0
end result like cold porridge odd enjoyably chewy lump,-0.08888888888888886,-1
charm kevin kline story put oldfashione value microscope something creepy movie,-0.5,-1
feel movie veer far exxon zone leave behind station look return ticket realism,-0.15000000000000002,-1
producer john penotti survey high school student come back astonishing revelation want see something nt talk,0.22,1
ignore make swimfan anyway,0.0,0
naipaul fan may disappoint,0.0,0
acquaint author work hand may fall fast asleep,0.2,1
hoffman wait long turn movie unexpected direction even tone retain genteel prepschool quality feel dusty leatherbound,-0.11666666666666668,-1
crocodile hunter fan enjoy least real portion film,0.10000000000000002,1
look story nt bother,0.0,0
full frontal effect elicit sympathy character,0.35,1
measure failure,-0.3166666666666667,-1
baffle mixed platter gritty realism magic realism hardtoswallow premise,0.16666666666666666,1
affable undernourished romantic comedy fail match freshness actressproducer writer previous collaboration miss congeniality,0.03333333333333335,1
sometimes modest little number click sometimes nt,-0.04375,-1
like pack dynamite stick build controversy,0.0,0
film explosive stick wet,-0.1,-1
charming quirk dull spot,0.20416666666666664,1
admit egomaniac evans hollywood villain yet grate showcase almost make wish go way simpson,0.0,0
audience see one chuckle wrong time bad sign suppose collective heart attack,-0.5999999999999999,-2
everyone blame,0.0,0
get impression writer director burr steer know territory sense humor yet lose smug selfsatisfaction usually associate well private school,-0.125,-1
less study madness love study schoolgirl obsession,0.16666666666666669,1
rice never clearly define character give we reason care,-0.05000000000000001,-1
bizarre curiosity memorable mainly way fritter away potentially interesting subject matter via banal script unimpressive acting indifferent direction,0.1571428571428571,1
slight obvious effort even one whose target demographic likely still single digit agewise,-0.05952380952380952,-1
sex stranger shock many unblinking frankness,0.4,1
miss moral,0.0,0
filmmaker point,0.0,0
deem necessary document emotional misery,0.0,0
see robin williams psycho killer think hmmmmm,0.0,0
see movie think zzzzzzzzz,0.0,0
downright transparent script endless assault embarrassingly hamfiste sex joke reek script rewrite design garner film cooler pg rating,-0.125,-1
movie slide downhill soon macho action convention assert,0.1,1
formulaic st power like,0.0,0
draggin dragon,0.0,0
howard costar give committed performance often undo howard selfconscious attempt find literary filmmake style match subject,-0.033333333333333326,-1
respectable uninspired thriller intelligent consider detail ultimately weak impact,0.10625000000000001,1
jones help breathe life insubstantial plot even overwhelmed predictability,0.0,0
movie much plate really stay afloat ninety minute run time,0.13333333333333333,1
come like misdemeanor flat unconvincing drama never catch fire,-0.025,-1
offer absolutely nothing nt already see,0.2,1
analyze one crass contrive sequel fail make secondguess affection original,-0.0625,-1
might say tykwer do heaven allow want make antikieslowski pun possible,0.0,0
suffice say total promise leave slightly unfulfilled,-0.08333333333333333,-1
complex sinuously plot somehow offputtingly cold,-0.44999999999999996,-1
firsttime writerdirector dylan kidd also good ear dialogue character sound like real people,0.43333333333333335,1
airless prepackage julia roberts wannabe stink badly hardsell imagemongere wonder lopez publicist share screenwrite credit,-0.6999999999999998,-2
goldmember none visual wit previous picture look though jay roach direct film back taxicab,-0.016666666666666663,-1
could easily call siege alcatraz cinematic corpse never spring life,0.21666666666666667,1
comparison early film seem disappointingly thin slice lowerclass london life despite title amount surprisingly little,-0.1625,-1
lame sweet home leave southern stereotype unturned,-0.05000000000000001,-1
slow dry poorly cast beautifully shoot,0.020833333333333315,1
jokes sophomoric stereotype sprinkle everywhere act range bad bodacious,-0.44999999999999996,-1
give many minister biblestudy group hour material discuss,0.5,1
mainstream audience find little interest film often preachy poorly act,-0.2625,-1
chicken heart crush go absurd length duck issue raise,-0.55,-2
long relentlessly saccharine film clear case preach convert,0.02500000000000001,1
film flat,-0.025,-1
movie lumber load hokum least watchable,-0.3,-1
boombox movie might title loud ludicrous pandering moviegoe audience dominate young male calculate,0.06666666666666667,1
unbelievably stupid film though occasionally fun enough make forget absurdity,-0.16666666666666666,-1
first fatal attraction vile enough,0.125,1
really need tiger beat version,0.2,1
bond film go beat path necessarily well,0.0,0
problem movie idea serious,-0.3333333333333333,-1
fire burn come facetoface couple dragon film ultimately fail,-0.5,-1
would work much well onehour tv documentary,0.1,1
element lack pyschological center knock flat,-0.0625,-1
anemic chronicle money grub new yorker serial loveless hook up,0.13636363636363635,1
simply nt sufficient heft justify twohour running time,0.0,0
unsuccessful attempt movie idea,0.0,0
queen damn might guess make sorry use aaliyah one star role little point thing explode flame,-0.34375,-1
toothless dog already cable lose bite big screen,0.0,0
make feel unclean guy like something mary american pie movie,0.0,0
oh booty call,0.0,0
hokey manipulative bland wonder bread dip milk also absolute last thing need hollywood we preache,0.011111111111111118,1
cram scene vista pretty moment leave crucial thing like character development coherence,0.125,1
serve sara serve eviction notice every theater stick,0.0,0
director roger michell many little thing right difficult cuss severely bungle big stuff,0.01964285714285714,1
loud lowbudget tired formula film arrive cloak euphemism urban drama,-0.10000000000000002,-1
movie script lrb paul pender rrb make wood relentlessly folksy procession stagy set piece stack binary opposition,0.0,0
pathetic exploitation film try seem sincere seem bad effort,-0.3999999999999999,-1
point visual trickery stop clever devolve flashy vaguely silly overkill,-0.20833333333333334,-1
despite charm heart quirky soccer import forgettable,-0.25,-1
meyjes movie like max rothman future work,0.0,0
need badly virtually absent either save dark humor feel poetic tragedy,-0.1583333333333333,-1
schneidermeister makin fool losin fan base,-0.8,-2
ambitious serious film manage virtually everything wrong sit something akin act cinematic penance,-0.14583333333333331,-1
come close exciting,0.3,1
frankenstein mishmash careens dark satire cartoonish slapstick bartleby perform neither one well,-0.15,-1
play like bigbudget afterschool special generous cast time lift material wellmeaning clunkiness,0.35714285714285715,1
something entirely convincing quiet american,0.16666666666666666,1
hold true movie title character play brendan fraser,0.35,1
one strained caper movie hardly fun watch begin vaporize memory minute end,0.3,1
need little less blingbling lot romance,-0.17708333333333331,-1
end nt work movie work well almost recommend anyway maybe everybody certainly people curiosity movie go right step wrong,0.0,0
hard believe joker suppose pull four similar kidnapping,-0.14583333333333334,-1
exactly sure movie think,0.5,1
cal unpleasantly shallow immature character spend claustrophobic minute,-0.5416666666666666,-2
brisk wang pace none excellent cast give air breathe,1.0,2
bottom line least opinion imposter make well short story film,-0.15,-1
element really blow big one part decent,0.12222222222222223,1
bad film story live style,-0.28181818181818175,-1
unless fanatic good advice scooby nt,0.19999999999999998,1
cautionary tale folly superficiality endlessly superficial,-0.125,-1
single digit kidlet stuart little still brainer,-0.1294642857142857,-1
look rekindle magic first film need strong stomach we,0.39444444444444443,1
shreve graceful dual narrative get clunky screen keep get tear away compelling historical tale lesscompelle soap opera,0.15,1
contain big laugh many graze funny bone miss altogether part consciously dumbeddown approach wear thin,0.12500000000000003,1
nothing widget crank assembly line see stupid americans get kick goofy brits cute accent perform agesold slapstick unfunny trick,0.0666666666666667,1
film tailormade high school would choose cliffnote read fulllength classic,0.16333333333333333,1
movie undo filmmake methodology experimental enough alienate mainstream audience ring cliche harden indiehead,0.05,1
jumble fantasy comedy figure coherent game plan scripting shoot postproduction stage,0.04999999999999999,1
sad rote exercise milk playedout idea straight guy dress drag shockingly manage even bad title would imply,-0.41999999999999993,-1
personal velocity ought explore woman inner life never move beyond surface,0.0,0
hate lrb madonna rrb within film first five minute lack skill presence regain ground,-0.275,-1
sound like arnold schwarzenegger physique match lrb ahola rrb wooden delivery encounter substantial arc change nt produce real transformation,0.20000000000000004,1
two big thing miss anything approach visceral kick anything approach even vague reason sit,-0.25,-1
fascinating choppy documentary,0.16666666666666666,1
scarcely worth mention apart report number tumbleweed blow empty theatre grace company,0.09999999999999999,1
doofuson theloose banter welcome collinwood cocky afterhour loopiness,0.30000000000000004,1
latenight bull session eventually content nt nearly captivate rowdy participant think,0.1,1
stagey talky long good,0.32499999999999996,1
apparently reassemble cuttingroom floor give daytime soap,0.05,1
sinister inspiration fuel devito early work confuse death smoochy something ugly mindless,-0.325,-1
despite auteuil performance rather listless amble middle road thematic irony obvious sexual politic smug,0.125,1
director boris von sychowski instead opt routine slasher film probably fun make sit,0.3,1
little wellacte television melodrama shoot big screen,-0.1625,-1
never come together coherent whole,0.35,1
unintentionally surreal kid picture actor bad bear suit enact sort interspecie parody vh behind music episode,-0.28333333333333327,-1
first movie try smart kinda dumb,0.029761904761904767,1
second shooting,0.0,0
nt even bother rent video,0.0,0
something full frontal guess artifice acting distort reality people make movie watch like movie riddle work interest character see,0.175,1
kind movie get quick release real contender arrive september,0.37777777777777777,1
count grossout comedy try forget first film long time make want bolt theater first minute,0.15,1
play like one long meandering sketch inspire work john waters todd solondz rather fully develop story,-0.05,-1
film nt enough innovation pizazz attract teenager lack novel charm make spy kid surprising winner adult young audience,0.22499999999999998,1
